,MentionSourceName,SourceCountry
2164,dailyecho.co.uk,GBR
2165,burnleycitizen.co.uk,GBR
2166,bexhillobserver.net,GBR
2167,dorsetecho.co.uk,GBR
2168,hartlepoolmail.co.uk,GBR
2169,shieldsgazette.com,GBR
2170,heraldseries.co.uk,GBR
2171,focus-fen.net,BGR
2172,halesowennews.co.uk,GBR
2173,redhillandreigatelife.co.uk,GBR
2174,echo-news.co.uk,GBR
2175,wiltshiretimes.co.uk,GBR
2176,keighleynews.co.uk,GBR
2177,stourbridgenews.co.uk,GBR
2178,ilkleygazette.co.uk,GBR
2179,essexcountystandard.co.uk,GBR
2180,southendstandard.co.uk,GBR
2181,ludlowadvertiser.co.uk,GBR
2182,penarthtimes.co.uk,GBR
2183,haringeyindependent.co.uk,GBR
2184,richmondandtwickenhamtimes.co.uk,GBR
2185,aol.co.uk,GBR
2186,westerntelegraph.co.uk,GBR
2187,salisburyjournal.co.uk,GBR
2188,littlehamptongazette.co.uk,GBR
2189,gazetteseries.co.uk,GBR
2190,northantstelegraph.co.uk,GBR
2191,huffingtonpost.co.uk,GBR
2192,sthelensstar.co.uk,GBR
2193,basingstokegazette.co.uk,GBR
2194,nbcchicago.com,
2195,conwaydailysun.com,USA
2196,wcsh6.com,USA
2197,theothermccain.com,USA
2198,ksmu.org,USA
2199,kplu.org,USA
2200,publicradiotulsa.org,USA
2201,hppr.org,USA
2202,krvs.org,USA
2203,capradio.org,USA
2204,ozarksfirst.com,USA
2205,fox6now.com,USA
2206,fox21news.com,USA
2207,local21news.com,USA
2208,arizonafoi.com,USA
2209,globest.com,USA
2210,gq.com,USA
2211,nbclosangeles.com,
2212,thewrap.com,USA
2213,abc27.com,USA
2214,thefutoncritic.com,CAN
2215,koin.com,USA
2216,ksn.com,USA
2217,wncn.com,USA
2218,wane.com,USA
2219,monstersandcritics.com,USA
2220,broadcastingcable.com,USA
2221,wric.com,USA
2222,avn.com,USA
2223,kdvr.com,USA
2224,kwgn.com,USA
2225,coloradodreams.com,USA
2226,inlander.com,USA
2227,thedenverchannel.com,USA
2228,outsideonline.com,USA
2229,ktuu.com,USA
2230,newsminer.com,USA
2231,alaskajournal.com,USA
2232,ua.edu,USA
2233,kspr.com,USA
2234,phfc.org,USA
2235,abc15.com,USA
2236,westalabamawatchman.com,USA
2237,whnt.com,USA
2238,kmov.com,USA
2239,abc17news.com,USA
2240,fox10phoenix.com,USA
2241,koaa.com,USA
2242,phoenixnewtimes.com,USA
2243,willcoxrangenews.com,USA
2244,indiatvnews.com,IND
2245,tucsonweekly.com,USA
2246,downtowndevil.com,USA
2247,svherald.com,USA
2248,bayoubuzz.com,USA
2249,asu.edu,USA
2250,cronkitenewsonline.com,USA
2251,newrepublic.com,DEU
2252,theregister.co.uk,GBR
2253,13newsnow.com,USA
2254,plunderbund.com,USA
2255,napavalleyregister.com,USA
2256,times-standard.com,USA
2257,journalstandard.com,USA
2258,hcplive.com,USA
2259,cnn.com,USA
2260,havasunews.com,USA
2261,click2houston.com,USA
2262,eugeneweekly.com,USA
2263,celebritynetworth.com,USA
2264,9news.ph,PHL
2265,theatlantic.com,USA
2266,timesreview.com,USA
2267,everythinglubbock.com,USA
2268,news10.net,USA
2269,pharmiweb.com,GBR
2270,westhawaiitoday.com,USA
2271,franchising.com,USA
2272,theaggie.org,USA
2273,californiahealthline.org,USA
2274,knoxnews.com,USA
2275,redbluffdailynews.com,USA
2276,brides.com,USA
2277,rollingstone.com,USA
2278,kgmi.com,USA
2279,970wzan.com,USA
2280,whmp.com,USA
2281,rttnews.com,USA
2282,ctnews.com,
2283,wgan.com,USA
2284,prlog.org,USA
2285,universetoday.com,USA
2286,medicaldaily.com,USA
2287,lagunabeachindy.com,USA
2288,hudsonvalleyalmanacweekly.com,USA
2289,indybay.org,USA
2290,peacecorps.gov,USA
2291,iowastatedaily.com,USA
2292,dailyiowan.com,USA
2293,equipmentworld.com,USA
2294,greenvilleonline.com,USA
2295,thehill.com,USA
2296,getreligion.org,USA
2297,iowapublicradio.org,USA
2298,mercedsunstar.com,USA
2299,13abc.com,USA
2300,burlingtoncountytimes.com,USA
2301,typepad.com,USA
2302,aol.com,USA
2303,kctv5.com,USA
2304,actionnewsnow.com,USA
2305,gardneredge.com,USA
2306,mrt.com,
2307,gambling911.com,CAN
2308,knoe.com,USA
2309,wbrz.com,USA
2310,aclu.org,USA
2311,vicksburgpost.com,USA
2312,nolavie.com,USA
2313,tacomaweekly.com,CAN
2314,accountingtoday.com,USA
2315,thestreet.com,USA
2316,onlinemadison.com,USA
2317,thedailybeast.com,USA
2318,jambase.com,USA
2319,reflector.com,USA
2320,dnj.com,USA
2321,courierpostonline.com,USA
2322,scsun-news.com,USA
2323,gloucestertimes.com,USA
2324,uexpress.com,USA
2325,recordonline.com,USA
2326,azdailysun.com,USA
2327,hanfordsentinel.com,USA
2328,newhampshire.com,USA
2329,cabinet.com,USA
2330,fbherald.com,USA
2331,kvor.com,USA
2332,wyff4.com,USA
2333,wtma.com,USA
2334,4029tv.com,USA
2335,nhjournal.com,USA
2336,roboticstomorrow.com,CAN
2337,thecharlottepost.com,CAN
2338,newsnet5.com,USA
2339,communitycommon.com,USA
2340,thegatewaynews.com,
2341,pitchfork.com,USA
2342,chieftain.com,USA
2343,enewscourier.com,USA
2344,akron.com,USA
2345,buffalonews.com,USA
2346,theindychannel.com,USA
2347,tallahassee.com,USA
2348,21alive.com,USA
2349,herkimertelegram.com,USA
2350,rifuture.org,USA
2351,timesonline.com,USA
2352,tulsabeacon.com,USA
2353,agriview.com,USA
2354,biztimes.com,USA
2355,wisconsinelectionwatch.com,USA
2356,brownfieldagnews.com,USA
2357,wisc.edu,USA
2358,enewspf.com,USA
2359,greentechmedia.com,USA
2360,legalinsurrection.com,USA
2361,washingtoninformer.com,USA
2362,apanews.net,DEU
2363,wsar.com,USA
2364,tvguide.com,USA
2365,alachuatoday.com,USA
2366,news-star.com,USA
2367,hollandsentinel.com,USA
2368,olneydailymail.com,USA
2369,butlercountytimesgazette.com,USA
2370,gridleyherald.com,USA
2371,ncnewspress.com,USA
2372,eveningtribune.com,USA
2373,donaldsonvillechief.com,USA
2374,mpnnow.com,USA
2375,carthagepress.com,USA
2376,devilslakejournal.com,USA
2377,dailyregister.com,USA
2378,tauntongazette.com,USA
2379,star-telegram.com,USA
2380,examiner.net,USA
2381,recordnet.com,USA
2382,metrowestdailynews.com,USA
2383,heraldnews.com,USA
2384,sooeveningnews.com,USA
2385,wctv.tv,TUV
2386,doverpost.com,USA
2387,sleepyeyenews.com,USA
2388,uticaod.com,USA
2389,morningsun.net,USA
2390,indeonline.com,USA
2391,fltimes.com,USA
2392,granitefallsnews.com,USA
2393,patriotledger.com,USA
2394,dailyamericannews.com,
2395,whitehalljournal.com,USA
2396,galesburg.com,USA
2397,crookstontimes.com,USA
2398,reviewatlas.com,USA
2399,the-leader.com,USA
2400,milforddailynews.com,USA
2401,echo-pilot.com,USA
2402,wellsvilledaily.com,USA
2403,waynesvilledailyguide.com,USA
2404,wjhg.com,USA
2405,vavel.com,USA
2406,backyardwilderness.net,USA
2407,fsu.edu,USA
2408,willistonobserver.com,USA
2409,jaxdailyrecord.com,USA
2410,starfl.com,USA
2411,radaronline.com,USA
2412,ucla.edu,USA
2413,heraldtimesonline.com,USA
2414,cbs12.com,USA
2415,tricities.com,USA
2416,fox13now.com,USA
2417,hayspost.com,USA
2418,her.ie,IRL
2419,hcn.org,USA
2420,messengernews.net,USA
2421,castinepatriot.com,USA
2422,beijingbulletin.com,USA
2423,mailtribune.com,USA
2424,ksro.com,USA
2425,yorkdispatch.com,USA
2426,3news.co.nz,NZL
2427,ydr.com,USA
2428,kimt.com,USA
2429,q13fox.com,USA
2430,publicopiniononline.com,USA
2431,kxan.com,USA
2432,komonews.com,USA
2433,tucsonsentinel.com,USA
2434,vosizneias.com,USA
2435,theintell.com,USA
2436,buckscountycouriertimes.com,USA
2437,eurasiareview.com,USA
2438,durdurnews.com,JPN
2439,55krc.com,USA
2440,studlife.com,USA
2441,wnmtradio.com,USA
2442,kelo.com,USA
2443,cadillacnews.com,USA
2444,ahram.org.eg,EGY
2445,wsau.com,USA
2446,edgeboston.com,USA
2447,rtcc.org,USA
2448,ocj.com,USA
2449,goskagit.com,USA
2450,ncpa.org,USA
2451,cruxnow.com,USA
2452,ukprogressive.co.uk,GBR
2453,ipsnews.net,USA
2454,buckslocalnews.com,USA
2455,southfloridagaynews.com,USA
2456,onislam.net,USA
2457,frcblog.com,USA
2458,indianagazette.com,USA
2459,nationalreview.com,USA
2460,jweekly.com,USA
2461,dcinno.streetwise.co,COL
2462,carolinalive.com,USA
2463,heralddemocrat.com,USA
2464,hstoday.us,USA
2465,susris.com,USA
2466,kotatv.com,USA
2467,nypost.com,USA
2468,winknews.com,USA
2469,perishablenews.com,USA
2470,dailybruin.com,USA
2471,independentnews.com,USA
2472,stanforddaily.com,DEU
2473,dailybreeze.com,USA
2474,energyglobal.com,GBR
2475,kfbk.com,USA
2476,theweek.co.uk,GBR
2477,kogo.com,USA
2478,ca.gov,USA
2479,kste.com,USA
2480,utilitydive.com,USA
2481,kpbs.org,USA
2482,indystar.com,USA
2483,altustimes.com,USA
2484,seat42f.com,CAN
2485,yourarlington.com,USA
2486,newmilfordspectrum.com,
2487,nevadabusiness.com,USA
2488,rgj.com,USA
2489,knowledgespeak.com,IND
2490,sou.edu,USA
2491,corvallisadvocate.com,USA
2492,portlandtribune.com,USA
2493,bendbulletin.com,USA
2494,keizertimes.com,USA
2495,theweedblog.com,USA
2496,pamplinmedia.com,USA
2497,nwlaborpress.org,USA
2498,7thspace.com,USA
2499,edweek.org,USA
2500,altoonamirror.com,USA
2501,lakenewsonline.com,USA
2502,thedailyreporter.com,USA
2503,wellingtondailynews.com,USA
2504,ardmoreite.com,USA
2505,pratttribune.com,USA
2506,sulphurdailynews.com,USA
2507,dailyrepublicannews.com,USA
2508,beauregarddailynews.net,USA
2509,democratandchronicle.com,USA
2510,workingwaterfront.com,USA
2511,newsinferno.com,USA
2512,houstonherald.com,USA
2513,theintelligencer.com,
2514,kptv.com,USA
2515,kcur.org,USA
2516,myguidon.com,USA
2517,thetimes-tribune.com,USA
2518,hightimes.com,USA
2519,sharonherald.com,USA
2520,courthousenews.com,USA
2521,register-herald.com,USA
2522,columbustelegram.com,USA
2523,cumberlink.com,USA
2524,gosanangelo.com,USA
2525,tpr.org,USA
2526,ballerstatus.com,USA
2527,thinkprogress.org,USA
2528,idahostatejournal.com,USA
2529,kpvi.com,USA
2530,macon.com,USA
2531,news-herald.com,USA
2532,morningjournal.com,USA
2533,kwtx.com,USA
2534,nwaonline.com,USA
2535,news-press.com,USA
2536,advancetitan.com,USA
2537,wkow.com,USA
2538,navajotimes.com,USA
2539,ktiv.com,USA
2540,duluthnewstribune.com,USA
2541,superiortelegram.com,USA
2542,floridatrend.com,USA
2543,sbsun.com,USA
2544,utahindependent.com,USA
2545,saltlakecitysun.com,USA
2546,emirates247.com,NLD
2547,updatesnews.com,USA
2548,lse.ac.uk,GBR
2549,broadway.com,USA
2550,kfor.com,USA
2551,minutemannewscenter.com,
2552,ammoland.com,USA
2553,firstlook.org,USA
2554,democracynow.org,USA
2555,voanews.com,GBR
2556,wfmynews2.com,USA
2557,whas11.com,USA
2558,clarionledger.com,USA
2559,shreveporttimes.com,USA
2560,wkyc.com,USA
2561,kare11.com,USA
2562,marionstar.com,USA
2563,fdlreporter.com,USA
2564,mansfieldnewsjournal.com,USA
2565,11alive.com,USA
2566,wwltv.com,USA
2567,thenorthwestern.com,USA
2568,thespectrum.com,USA
2569,krem.com,USA
2570,citizen-times.com,USA
2571,statesmanjournal.com,USA
2572,battlecreekenquirer.com,USA
2573,cnet.com,USA
2574,nshp.org,USA
2575,news-gazette.com,USA
2576,newjerseyhills.com,USA
2577,usprwire.com,CAN
2578,1011now.com,USA
2579,nbcneb.com,USA
2580,datacenterdynamics.com,GBR
2581,southsudannation.com,USA
2582,globalsecurity.org,USA
2583,bangladeshsun.com,USA
2584,orlandoecho.com,USA
2585,sierraleonetimes.com,USA
2586,kenyastar.com,USA
2587,baltimorestar.com,USA
2588,oklahomastar.com,USA
2589,nashvilleherald.com,USA
2590,birminghamstar.com,USA
2591,phoenixherald.com,USA
2592,iranherald.com,USA
2593,massachusettssun.com,USA
2594,oklahomacitysun.com,USA
2595,nigeriasun.com,USA
2596,newyorktelegraph.com,USA
2597,torontotelegraph.com,USA
2598,taiwansun.com,USA
2599,stlouisstar.com,USA
2600,bruneinews.net,USA
2601,tucsonpost.com,USA
2602,russiaherald.com,USA
2603,trinidadtimes.com,USA
2604,bostonstar.com,USA
2605,caribbeanherald.com,USA
2606,srilankasource.com,USA
2607,japanherald.com,USA
2608,brazilsun.com,USA
2609,hongkongherald.com,USA
2610,dallassun.com,USA
2611,mexicostar.com,USA
2612,coloradostar.com,USA
2613,californiatelegraph.com,USA
2614,newjerseytelegraph.com,USA
2615,londonmercury.com,USA
2616,haitisun.com,USA
2617,greekherald.com,USA
2618,singaporestar.com,USA
2619,sandiegosun.com,USA
2620,therolladailynews.com,USA
2621,manoramaonline.com,NLD
2622,daijiworld.com,USA
2623,economylead.com,USA
2624,thonline.com,USA
2625,farmlandgrab.org,USA
2626,khaleejtimes.ae,ARE
2627,bangkokpost.com,USA
2628,newstalkzb.co.nz,NZL
2629,axisoflogic.com,USA
2630,news24.com.ng,NGA
2631,chinapost.com.tw,TWN
2632,jewishnews.co.uk,GBR
2633,aei.org,USA
2634,sfchronicle.com,USA
2635,goldcoastbulletin.com.au,AUS
2636,milwaukeesun.com,USA
2637,discovery.com,USA
2638,wsws.org,USA
2639,claytonutz.com,AUS
2640,adnews.com.au,AUS
2641,astroawani.com,SGP
2642,lexology.com,GBR
2643,thepiercecountytribune.com,USA
2644,omantribune.com,GBR
2645,accountantsdaily.com.au,AUS
2646,australianracinggreyhound.com,USA
2647,pharmacynews.com.au,AUS
2648,beat.com.au,AUS
2649,caradvice.com.au,AUS
2650,radiotimes.com,USA
2651,cashboxcanada.ca,CAN
2652,spicenews.com.au,AUS
2653,pedestrian.tv,TUV
2654,journalpioneer.com,CAN
2655,ngnews.ca,CAN
2656,startupsmart.com.au,AUS
2657,tonybondtravel.com,JPN
2658,freshplaza.com,NLD
2659,australiaforum.com,USA
2660,prwire.com.au,AUS
2661,impactpub.com.au,AUS
2662,australiandefence.com.au,AUS
2663,solomonstarnews.com,USA
2664,crikey.com.au,AUS
2665,psnews.com.au,AUS
2666,pressparty.com,DEU
2667,azonano.com,USA
2668,thedrinksbusiness.com,USA
2669,aa.com.tr,TUR
2670,empowerednews.net,USA
2671,malaysia-today.net,USA
2672,greens.org.au,AUS
2673,speedcafe.com,USA
2674,beaconnews.ca,CAN
2675,eastwestcenter.org,USA
2676,pina.com.fj,FJI
2677,ausbt.com.au,AUS
2678,inverelltimes.com.au,AUS
2679,omanobserver.om,OMN
2680,beritasatu.com,IDN
2681,iafrica.com,USA
2682,eubusiness.com,DEU
2683,enca.com,IRL
2684,manilatimes.net,SGP
2685,thenational.ae,ARE
2686,thedailynewnation.com,USA
2687,austinglobe.com,USA
2688,baltic-course.com,LVA
2689,clubcall.com,USA
2690,rveritas-asia.org,PHL
2691,wdtv.com,USA
2692,fortune.com,USA
2693,morningledger.com,USA
2694,kval.com,USA
2695,topix.net,USA
2696,journalrecord.com,USA
2697,wkrb13.com,USA
2698,daily-times.com,USA
2699,kbtx.com,USA
2700,moneymarketing.co.uk,GBR
2701,kyivpost.com,FRA
2702,northamptonchron.co.uk,GBR
2703,rockhilldaily.com,USA
2704,stafforddaily.com,DEU
2705,northdevonjournal.co.uk,GBR
2706,mitvonline.tv,TUV
2707,leek-news.co.uk,GBR
2708,sleekmoney.com,USA
2709,urbanblissweddings.com,
2710,betanews.com,USA
2711,oxan.com,GBR
2712,fundweb.co.uk,GBR
2713,northumberlandgazette.co.uk,GBR
2714,wharfedaleobserver.co.uk,GBR
2715,thestage.co.uk,GBR
2716,usmarketsdaily.com,MYS
2717,bsminfo.com,USA
2718,insead.edu,FRA
2719,furnituretoday.com,USA
2720,bendigoweekly.com.au,AUS
2721,wallstreet-online.de,DEU
2722,theverge.com,USA
2723,gloucestercitizen.co.uk,GBR
2724,youroilandgasnews.com,GBR
2725,courier-tribune.com,USA
2726,manilastandardtoday.com,CAN
2727,geekwire.com,USA
2728,gamerevolution.com,USA
2729,tickerreport.com,USA
2730,thehindubusinessline.com,IND
2731,techweekeurope.co.uk,GBR
2732,cnjonline.com,USA
2733,extremetech.com,USA
2734,yourprojectnews.com,GBR
2735,techsonian.com,USA
2736,arstechnica.com,USA
2737,fiercepharma.com,USA
2738,clickorlando.com,USA
2739,channel3000.com,USA
2740,clickondetroit.com,USA
2741,coindesk.com,USA
2742,vancouverdesi.com,CAN
2743,biv.com,USA
2744,cbs46.com,USA
2745,inc.com,USA
2746,wine-blog.org,USA
2747,mbtmag.com,USA
2748,katu.com,USA
2749,kboi2.com,USA
2750,ravallirepublic.com,USA
2751,dglobe.com,USA
2752,pharmpro.com,USA
2753,cityam.com,GBR
2754,idg.com.au,AUS
2755,computerworld.co.nz,NZL
2756,cio.com.au,AUS
2757,richmondregister.com,USA
2758,gizmag.com,USA
2759,southwhidbeyrecord.com,USA
2760,truckingnewsonline.com,USA
2761,crawleynews.co.uk,GBR
2762,24dash.com,USA
2763,treehugger.com,USA
2764,cbncompass.ca,CAN
2765,newhavenindependent.org,USA
2766,cnycentral.com,USA
2767,ganderbeacon.ca,CAN
2768,northernpen.ca,CAN
2769,southerngazette.ca,CAN
2770,palmbeachpost.com,USA
2771,arabianbusiness.com,USA
2772,fool.com,USA
2773,cnplus.co.uk,GBR
2774,proactiveinvestors.co.uk,GBR
2775,thewestsidestory.net,PAN
2776,timesnews.net,USA
2777,dailypost.co.uk,GBR
2778,bromsgrovestandard.co.uk,GBR
2779,onrec.com,GBR
2780,wmdt.com,USA
2781,newindianexpress.com,SGP
2782,midlothianadvertiser.co.uk,GBR
2783,esciencenews.com,USA
2784,codeproject.com,CAN
2785,shelbystar.com,USA
2786,developer.com,USA
2787,fxcm.com,USA
2788,business-fundas.com,USA
2789,netindian.in,IND
2790,engadget.com,USA
2791,witn.com,USA
2792,aberdeennews.com,USA
2793,itweb.co.za,ZAF
2794,travelweekly.co.uk,GBR
2795,fool.co.uk,GBR
2796,independent.com,USA
2797,channelregister.co.uk,GBR
2798,siliconrepublic.com,USA
2799,nottinghampost.com,IRL
2800,hastingsobserver.co.uk,GBR
2801,sussexexpress.co.uk,GBR
2802,baystatebanner.com,USA
2803,moneycontrol.com,IND
2804,getsurrey.co.uk,GBR
2805,techradar.com,GBR
2806,ross-gazette.co.uk,GBR
2807,ndtv.com,
2808,mainenewsonline.com,DEU
2809,iii.co.uk,GBR
2810,yorkpress.co.uk,GBR
2811,austin360.com,USA
2812,fin24.com,USA
2813,oilvoice.com,USA
2814,northdevongazette.co.uk,GBR
2815,mobilesyrup.com,DEU
2816,charlestonbusiness.com,USA
2817,nakedcapitalism.com,USA
2818,newarkadvertiser.co.uk,GBR
2819,theboneonline.com,USA
2820,qchron.com,USA
2821,timesnewsweekly.com,USA
2822,whio.com,USA
2823,crn.com,USA
2824,pendletoday.co.uk,GBR
2825,webpronews.com,USA
2826,gigaom.com,USA
2827,slashgear.com,USA
2828,watfordobserver.co.uk,GBR
2829,wokv.com,USA
2830,brandrepublic.com,GBR
2831,burnleyexpress.net,GBR
2832,saskatoon.ctvnews.ca,CAN
2833,hr.com,USA
2834,whatech.com,USA
2835,beefmagazine.com,USA
2836,mouthshut.com,IND
2837,sify.com,IND
2838,financialexpress.com,
2839,mydigitalfc.com,IND
2840,timesdaily.com,USA
2841,businesstoday.intoday.in,IND
2842,abc7news.com,USA
2843,indiavision.com,USA
2844,idahopress.com,USA
2845,metro.us,USA
2846,odishasamaya.com,USA
2847,krqe.com,USA
2848,kcbd.com,USA
2849,turnto10.com,USA
2850,pressreleaserocket.net,USA
2851,lebanon-express.com,USA
2852,wbay.com,USA
2853,nbc12.com,USA
2854,lifehacker.co.in,IND
2855,arizonadailyindependent.com,USA
2856,defenseworld.net,USA
2857,techone3.in,IND
2858,indianpowersector.com,IND
2859,indiainfoline.com,USA
2860,globalcement.com,GBR
2861,mining.com,USA
2862,countingpips.com,USA
2863,marketoracle.co.uk,GBR
2864,stabroeknews.com,USA
2865,prpeak.com,CAN
2866,computerweekly.com,USA
2867,neowin.net,GBR
2868,redwoodfallsgazette.com,USA
2869,p2pi.org,USA
2870,columbiatribune.com,USA
2871,mediapost.com,USA
2872,truelocal.com.au,AUS
2873,tmz.com,USA
2874,fool.com.au,AUS
2875,equitybulls.com,USA
2876,finchannel.com,DEU
2877,marketsbureau.com,USA
2878,belvoireagle.com,USA
2879,thomasnet.com,USA
2880,thenationonlineng.net,USA
2881,newspostleader.co.uk,GBR
2882,crowdspring.com,USA
2883,wsaz.com,USA
2884,ok.co.uk,GBR
2885,wellandtribune.ca,CAN
2886,stcatharinesstandard.ca,CAN
2887,wnewsj.com,USA
2888,simcoereformer.ca,CAN
2889,intelligentinsurer.com,IRL
2890,recruitireland.com,USA
2891,newsrepublican.com,USA
2892,nashvillepost.com,USA
2893,mediaweek.co.uk,GBR
2894,news.err.ee,EST
2895,newsandstar.co.uk,GBR
2896,joe.ie,IRL
2897,newtownbee.com,USA
2898,starcourier.com,USA
2899,informationweek.com,USA
2900,brobible.com,USA
2901,rockdalecitizen.com,USA
2902,chesterchronicle.co.uk,GBR
2903,gadgetgestures.com,USA
2904,fijitimes.com,IRL
2905,calgary.ctvnews.ca,CAN
2906,winsfordguardian.co.uk,GBR
2907,eda.admin.ch,CHE
2908,jobs.lever.co,COL
2909,3dprint.com,DEU
2910,liverpoolecho.co.uk,GBR
2911,baselinemag.com,USA
2912,business-review.eu,ROU
2913,zbc.co.zw,ZWE
2914,ghanaweb.com,USA
2915,cambridge-news.co.uk,GBR
2916,ripess.org,CAN
2917,socaltech.com,USA
2918,dailyfinance.com,HKG
2919,startups.co.uk,GBR
2920,whidbeyexaminer.com,USA
2921,equities.com,USA
2922,banktech.com,USA
2923,myfoxdc.com,USA
2924,truthdig.com,USA
2925,opednews.com,CAN
2926,techdirt.com,USA
2927,geek.com,USA
2928,queenstribune.com,USA
2929,heraldonline.com,USA
2930,marieclaire.co.uk,GBR
2931,canadianmanufacturing.com,CAN
2932,hrreporter.com,
2933,finanzen.net,GBR
2934,newswiretoday.com,USA
2935,financialmirror.com,USA
2936,bluemountaineagle.com,USA
2937,wallowa.com,USA
2938,rigzone.com,USA
2939,manufacturing.net,USA
2940,healthaffairs.org,USA
2941,appeal-democrat.com,USA
2942,poststar.com,USA
2943,samoanews.com,USA
2944,labour-reporter.com,
2945,parrysound.com,USA
2946,coloradoindependent.com,USA
2947,greatreporter.com,USA
2948,kpcnews.com,USA
2949,ksut.org,USA
2950,krcu.org,USA
2951,wdiy.org,USA
2952,apr.org,USA
2953,wvpublic.org,USA
2954,kvpr.org,USA
2955,peoriapublicradio.org,USA
2956,kunr.org,USA
2957,wfit.org,USA
2958,ketr.org,USA
2959,knau.org,USA
2960,klcc.org,USA
2961,kuaf.com,USA
2962,kansaspublicradio.org,USA
2963,northernpublicradio.org,USA
2964,wabe.org,USA
2965,kenw.org,USA
2966,kunm.org,USA
2967,redriverradio.org,USA
2968,wrur.org,USA
2969,wrkf.org,USA
2970,etvradio.org,USA
2971,nassaunewslive.com,USA
2972,wmra.org,USA
2973,wmot.org,USA
2974,wcbe.org,USA
2975,kalw.org,USA
2976,ijpr.org,USA
2977,wnyc.org,USA
2978,farmonline.com.au,AUS
2979,splcenter.org,USA
2980,financialpost.com,USA
2981,marinetechnologynews.com,USA
2982,thetelegram.com,CAN
2983,lethbridgeherald.com,USA
2984,thompsoncitizen.net,CAN
2985,lillooetnews.net,CAN
2986,princegeorgecitizen.com,CAN
2987,news.gc.ca,CAN
2988,fortsaskatchewanrecord.com,CAN
2989,ottawasun.com,USA
2990,theafronews.com,USA
2991,thesuburban.com,USA
2992,strathmorestandard.com,CAN
2993,melfortjournal.com,CAN
2994,cos-mag.com,CAN
2995,safety-reporter.com,DEU
2996,phac-aspc.gc.ca,CAN
2997,thetyee.ca,CAN
2998,piquenewsmagazine.com,USA
2999,vancouverobserver.com,USA
3000,gisbarbados.gov.bb,BRB
3001,caledonenterprise.com,USA
3002,jamaicaobserver.com,USA
3003,globalmeatnews.com,USA
3004,netdoctor.co.uk,GBR
3005,nunatsiaqonline.ca,CAN
3006,theobserver.ca,CAN
3007,lakeshoreadvance.com,CAN
3008,steinbachonline.com,USA
3009,kingstonherald.com,CAN
3010,benefitscanada.com,CAN
3011,muskokaregion.com,USA
3012,opi.net,USA
3013,chathamthisweek.com,CAN
3014,courierislander.com,USA
3015,nogalesinternational.com,USA
3016,sherdog.com,USA
3017,independentpoliticalreport.com,USA
3018,capitalfm.com,GBR
3019,exmouthjournal.co.uk,GBR
3020,nonpareilonline.com,USA
3021,cjad.com,CAN
3022,newsoptimist.ca,CAN
3023,newstalk1010.com,CAN
3024,cjme.com,USA
3025,medicinehatnews.com,USA
3026,brantnews.com,USA
3027,canadianminingjournal.com,CAN
3028,interfax.com.ua,UKR
3029,vancitybuzz.com,USA
3030,lynnnews.co.uk,GBR
3031,aplaceformom.com,USA
3032,vancourier.com,CAN
3033,tv.com,USA
3034,farms.com,CAN
3035,thecoast.ca,CAN
3036,northumberlandnews.com,USA
3037,blackburnnews.com,USA
3038,windsor.ctvnews.ca,CAN
3039,southsudannewsagency.com,USA
3040,teapartydigest.com,USA
3041,thepigsite.com,USA
3042,kincardinenews.com,CAN
3043,plant.ca,CAN
3044,montreal.ctvnews.ca,CAN
3045,eastday.com,CHN
3046,vocm.com,USA
3047,fftimes.com,USA
3048,zunia.org,FRA
3049,angusreid.org,USA
3050,macleans.ca,CAN
3051,monroenews.com,USA
3052,whistlerquestion.com,CAN
3053,alliancealert.org,USA
3054,gulf-times.com,USA
3055,turkishweekly.net,
3056,worldreportnow.com,USA
3057,sciencerecorder.com,USA
3058,onepakistan.com.pk,PAK
3059,mainemirror.com,USA
3060,spyghana.com,USA
3061,businessnews-bd.com,USA
3062,fijione.tv,TUV
3063,klfm967.co.uk,GBR
3064,wxii12.com,USA
3065,nhregister.com,
3066,mashable.com,USA
3067,dailyeasternnews.com,USA
3068,sail-world.com,GBR
3069,nbcbayarea.com,
3070,nbcsandiego.com,
3071,necn.com,
3072,nbcphiladelphia.com,
3073,nbcdfw.com,
3074,nbcmiami.com,NLD
3075,streetreport.co,COL
3076,nbcwashington.com,
3077,nbcnewyork.com,
3078,modvive.com,CAN
3079,ecochildsplay.com,USA
3080,melty.com,FRA
3081,thedailyguardian.net,CAN
3082,billionairesaustralia.com,NLD
3083,natureworldnews.com,USA
3084,stjamesnews.com,USA
3085,oakridger.com,USA
3086,middletowntranscript.com,USA
3087,auroraadvertiser.net,USA
3088,crn.com.au,AUS
3089,good4utah.com,USA
3090,boonvilledailynews.com,USA
3091,picayune-times.com,USA
3092,freshfruitportal.com,USA
3093,wgal.com,USA
3094,localnews8.com,USA
3095,krcrtv.com,USA
3096,hellomagazine.com,ESP
3097,heavy.com,USA
3098,oxfordstudent.com,USA
3099,thebull.com.au,AUS
3100,asahi.com,NLD
3101,newsquench.com,USA
3102,abc10up.com,USA
3103,morningstaronline.co.uk,GBR
3104,btinvest.com.sg,SGP
3105,bernama.com,MYS
3106,mnnonline.org,USA
3107,beachresortphilippines.net,USA
3108,allindiaroundup.com,USA
3109,police.govt.nz,NZL
3110,republicanherald.com,USA
3111,traveldailynews.asia,GBR
3112,thedrum.com,USA
3113,ofm.co.za,ZAF
